 density(rat); density(python); distance(rat, python); density(cheese_0); distance(rat, cheese_0); distance(python, cheese_0); density(cheese_1); distance(rat, cheese_1); distance(python, cheese_1); density(cheese_2); distance(rat, cheese_2); distance(python, cheese_2); density(cheese_3); distance(rat, cheese_3); distance(python, cheese_3); density(cheese_4); distance(rat, cheese_4); distance(python, cheese_4); density(cheese_5); distance(rat, cheese_5); distance(python, cheese_5); density(cheese_6); distance(rat, cheese_6); distance(python, cheese_6); density(cheese_7); distance(rat, cheese_7); distance(python, cheese_7); density(cheese_8); distance(rat, cheese_8); distance(python, cheese_8); density(cheese_9); distance(rat, cheese_9); distance(python, cheese_9); density(cheese_10); distance(rat, cheese_10); distance(python, cheese_10); density(cheese_11); distance(rat, cheese_11); distance(python, cheese_11); density(cheese_12); distance(rat, cheese_12); distance(python, cheese_12); density(cheese_13); distance(rat, cheese_13); distance(python, cheese_13); density(cheese_14); distance(rat, cheese_14); distance(python, cheese_14); density(cheese_15); distance(rat, cheese_15); distance(python, cheese_15); density(cheese_16); distance(rat, cheese_16); distance(python, cheese_16); density(cheese_17); distance(rat, cheese_17); distance(python, cheese_17); density(cheese_18); distance(rat, cheese_18); distance(python, cheese_18); density(cheese_19); distance(rat, cheese_19); distance(python, cheese_19); density(cheese_20); distance(rat, cheese_20); distance(python, cheese_20)
3.1058222893900647;2.142516688104923;7.0;2.3503907927820973;1.0;6.0;1.7255125811008163;5.0;12.0;1.5232471564669705;8.0;14.0;2.7244190020505807;5.0;8.0;2.5303252303252304;5.0;8.0;2.323079186894976;8.0;11.0;2.521965942554178;12.0;15.0;3.135721631309867;14.0;17.0;3.014058572146807;15.0;18.0;1.0799792386785925;24.0;27.0;2.425314839610169;23.0;22.0;2.479407063811089;22.0;21.0;1.825961626093205;21.0;20.0;2.0926392020432267;17.0;16.0;2.2436932348697054;17.0;16.0;2.478909467725257;14.0;13.0;1.7268563737603984;12.0;11.0;2.3027199108081464;11.0;10.0;1.9695756112316207;4.0;3.0;1.6436612793810934;10.0;7.0;2.0562464224228925;7.0;4.0
2.7461200349358243;1.7505669768827663;18.0;2.260119952511257;4.0;22.0;2.668342257158047;4.0;18.0;3.0180189091953795;6.0;20.0;4.663629426129427;5.0;15.0;2.7225051264524947;7.0;21.0;2.5641636141636144;8.0;22.0;3.981117901706137;6.0;16.0;3.323063048063048;5.0;13.0;2.8019100782258675;8.0;20.0;4.082377344877345;6.0;14.0;1.434766499061828;12.0;26.0;1.8938125599890303;8.0;14.0;3.398728885493591;11.0;19.0;3.0486253512569297;12.0;20.0;2.8905233655233653;9.0;13.0;2.128946419077998;12.0;16.0;2.765988586576821;9.0;9.0;2.1078434708230103;15.0;11.0;2.6186868686868685;12.0;8.0;1.6128550972591222;16.0;4.0;1.3271068771220205;19.0;4.0
2.3505373711256063;3.6266594516594512;11.0;1.8834017289899645;3.0;14.0;1.5832913276953526;7.0;18.0;1.5829957898998148;9.0;18.0;2.5758731464613813;4.0;7.0;1.560894026505145;10.0;15.0;1.7278230541388435;11.0;12.0;2.329722032353612;10.0;10.0;1.7520440515796551;12.0;11.0;2.1279613216684155;12.0;11.0;2.92233460983461;7.0;6.0;2.0477184365342262;13.0;10.0;3.3624139749139754;7.0;4.0;1.4539353419148815;21.0;12.0;2.281778352366588;11.0;6.0;1.8447730924046712;18.0;9.0;1.9277948215019156;17.0;8.0;2.1430578193736087;15.0;6.0;2.216771137359373;14.0;5.0;2.880602730602731;9.0;2.0;2.854465795642267;10.0;2.0;2.426222796811033;11.0;2.0
2.11219597396068;2.703524618656198;13.0;1.8364374359730395;3.0;16.0;1.8887300678860783;6.0;19.0;1.6391921790986268;8.0;21.0;1.2492493147211146;10.0;19.0;1.5514396121594265;9.0;14.0;3.310576351752822;9.0;10.0;2.994609045924836;10.0;11.0;2.2010184260184262;9.0;8.0;2.482973867377892;13.0;11.0;2.629539115854905;18.0;14.0;2.819589371980676;17.0;13.0;3.464758852258852;10.0;7.0;2.4312552643435;9.0;6.0;1.1489630383899463;17.0;11.0;3.3284705061020854;16.0;10.0;3.5493763374568323;11.0;6.0;3.744056088838697;17.0;9.0;3.2233218965417105;16.0;8.0;1.6484454872612766;18.0;8.0;2.068574889163124;14.0;3.0;2.466188283680544;11.0;2.0
2.348852901484481;1.890460342255672;20.0;2.13895667026472;3.0;17.0;2.0543268994507384;4.0;18.0;1.5925966117832453;5.0;21.0;2.296023257787964;4.0;16.0;1.9114657543365985;6.0;18.0;1.9041752966675565;9.0;15.0;2.2756357806280407;8.0;12.0;2.2336399711399717;9.0;13.0;1.7699432705237657;15.0;19.0;1.8429558859276851;16.0;20.0;1.4696967920803568;19.0;23.0;2.6953175909058262;12.0;10.0;2.537171570259806;16.0;12.0;1.4059605283440924;15.0;11.0;2.9206334300374546;14.0;10.0;1.9563274144156493;13.0;9.0;2.8069327731092435;19.0;11.0;3.10003353050533;18.0;10.0;2.04596536205602;21.0;9.0;1.6850827949663592;21.0;5.0;2.0488870462706106;18.0;4.0
2.2277639027639022;3.0528249528249534;8.0;1.4140620490620492;7.0;15.0;1.490701564517354;7.0;11.0;1.4876959426882026;8.0;12.0;1.6648455474693864;11.0;13.0;2.9035787741670096;8.0;8.0;3.9437552643435008;8.0;8.0;2.5711611917494266;13.0;11.0;3.034271284271284;11.0;9.0;4.561295648795649;9.0;7.0;1.8583603823077504;18.0;14.0;3.0582033162915514;8.0;6.0;3.875505050505052;8.0;6.0;2.223746575062364;15.0;11.0;2.416060693692273;14.0;10.0;2.4165676428834324;14.0;10.0;2.9528771666929563;7.0;5.0;2.505288175876411;14.0;10.0;1.7962637637560237;13.0;9.0;2.807478632478633;5.0;3.0;2.483052078640314;11.0;5.0;2.502128427128428;10.0;2.0
2.2706422662305017;3.332993740516624;14.0;2.3720348350143743;5.0;19.0;1.7037641881682128;4.0;14.0;2.5063763706717;6.0;20.0;1.9367592048474405;8.0;22.0;2.444658658335129;8.0;22.0;2.2999585055467406;8.0;22.0;1.790945487261277;9.0;23.0;1.779882514286539;9.0;19.0;1.7481715029295672;13.0;27.0;1.343006932328625;16.0;30.0;2.738806046894282;7.0;13.0;2.714013252829043;8.0;12.0;1.7881746908062697;14.0;15.0;1.6744475682556177;15.0;16.0;1.6099817726133516;12.0;12.0;2.110511269775976;11.0;5.0;1.6596669519250162;16.0;5.0;2.2802829827187296;18.0;4.0;2.4267086854157798;17.0;3.0;2.869130020306491;12.0;2.0;2.8551685056222262;13.0;1.0
2.101870717002296;2.964520202020202;7.0;1.927197187917002;2.0;5.0;2.5315470477235187;15.0;14.0;2.559489998305788;13.0;12.0;1.960324805913041;7.0;6.0;2.136128519967192;19.0;16.0;1.24634476147634;26.0;21.0;2.3796562914209978;19.0;14.0;1.8063074782115027;21.0;15.0;1.8048033521869165;10.0;7.0;2.47943347502171;16.0;11.0;2.268012951101186;18.0;12.0;2.868734451822687;15.0;10.0;2.5918113748996108;15.0;10.0;2.530494505494506;14.0;9.0;1.9916869622751976;11.0;6.0;3.2552419802419803;12.0;6.0;2.356428702016937;10.0;5.0;3.344298245614036;11.0;5.0;2.6836561099719;9.0;4.0;2.4392402317324917;10.0;4.0;2.20263517012743;8.0;3.0
2.7656857031857025;3.105147760735996;6.0;3.3711611917494277;3.0;7.0;3.7111105397870094;4.0;8.0;3.0598868237026133;6.0;10.0;1.8791300203064911;3.0;5.0;2.6568856582014475;8.0;12.0;2.517451481267271;9.0;13.0;1.941537934030194;12.0;16.0;1.911213303604608;13.0;17.0;2.0404360946930606;14.0;18.0;2.3199897324897325;8.0;10.0;1.0177853969474864;21.0;25.0;2.3515984015984017;11.0;11.0;1.9755595711478064;15.0;15.0;2.096877039369299;3.0;3.0;1.5830843505766106;20.0;18.0;1.4512142656105504;20.0;16.0;1.902487218663689;16.0;12.0;1.6765062855596788;14.0;10.0;2.482814407814408;12.0;8.0;2.010377019781044;11.0;7.0;2.003074539839246;7.0;1.0
1.849439580027815;3.139583515899306;17.0;1.2871267649411668;3.0;20.0;1.3864544940783332;9.0;19.0;1.8657923775570835;13.0;15.0;2.285146286462076;9.0;10.0;2.343528998521258;9.0;10.0;2.8769107913070755;11.0;12.0;2.062055718843308;12.0;13.0;2.3607349349996407;12.0;12.0;3.5155366692131387;14.0;11.0;4.501023769831819;13.0;10.0;4.534774436090226;12.0;9.0;3.969407798084269;13.0;8.0;1.4684924123004617;20.0;11.0;2.102561735649971;14.0;7.0;1.2471305324678172;26.0;11.0;3.345667241255477;12.0;5.0;2.995667241255477;12.0;5.0;1.3876292824822236;25.0;8.0;1.9822473278355637;21.0;4.0;2.835939937255727;15.0;2.0;2.775586401902192;17.0;2.0
1.798835768858652;2.3105578917649856;12.0;1.5182195857118457;2.0;10.0;1.8611757523522223;9.0;11.0;1.5640256056816155;14.0;16.0;1.4047736433336782;14.0;16.0;1.1814621915911;22.0;24.0;1.4148966859386416;23.0;23.0;1.5572325363627273;24.0;22.0;1.9368942607100497;21.0;19.0;2.124459286976564;15.0;11.0;2.290616736204971;15.0;11.0;2.2079630038656406;14.0;10.0;1.827720815700355;24.0;16.0;2.7839441389363992;19.0;12.0;2.4067125255205752;20.0;12.0;3.489009498413523;20.0;12.0;3.4530329147976206;19.0;11.0;2.301608855764865;15.0;7.0;3.5847254053136406;13.0;5.0;3.2840177652248594;13.0;5.0;2.339717765894236;9.0;3.0;4.042566643882434;12.0;4.0
3.500145584549609;2.506548523939829;7.0;2.9115351753509646;1.0;6.0;2.3922742891783138;6.0;13.0;3.295496986673457;3.0;6.0;2.620403615991851;6.0;11.0;1.907850787843048;9.0;16.0;3.378679653679654;7.0;12.0;2.8014652014652017;9.0;14.0;3.6198273948273942;8.0;12.0;2.460368797868798;10.0;15.0;2.428057541873331;7.0;10.0;2.4488455988455997;9.0;12.0;1.8843788950987093;16.0;21.0;1.5379703904626505;19.0;24.0;2.254780350368585;12.0;15.0;1.799207633611658;17.0;20.0;1.3755485587683731;20.0;23.0;1.756962847094426;14.0;16.0;2.314915259319284;8.0;7.0;3.073943089074668;5.0;4.0;1.6544604363644608;7.0;4.0;2.420386557886558;7.0;2.0
2.70357963610252;3.2994408369408377;4.0;1.730641988730224;3.0;7.0;1.9033712477752724;2.0;4.0;1.405067908179027;6.0;9.0;2.499087432175667;7.0;10.0;2.7490874321756675;7.0;10.0;2.1931262150302397;9.0;12.0;2.492326546003017;12.0;15.0;1.819859977483816;15.0;18.0;1.628088578088578;20.0;21.0;1.3796081933152873;23.0;24.0;2.44163377472201;16.0;15.0;2.2135863390658783;19.0;16.0;2.672722599038389;15.0;12.0;1.8474703787784283;19.0;15.0;2.339555662775477;15.0;11.0;2.170498945498945;13.0;9.0;2.29969474969475;13.0;9.0;2.107935936612407;12.0;8.0;1.981684132860604;5.0;3.0;1.943019888608124;8.0;4.0;2.229988461195555;5.0;1.0
3.4325109530991886;2.818265068265069;7.0;3.0753439972480225;2.0;9.0;2.828733194909665;3.0;10.0;2.98010878010878;2.0;5.0;2.4219950800833154;4.0;9.0;2.233668537345008;7.0;10.0;2.83963258963259;4.0;5.0;2.6696464483229185;5.0;6.0;2.2065100534140787;10.0;11.0;1.9938144157184403;10.0;9.0;2.64157272466096;6.0;5.0;2.362009232597468;13.0;10.0;2.6101526526449126;18.0;13.0;2.815791458283718;17.0;12.0;1.831610769691265;15.0;10.0;2.249962434366459;15.0;10.0;2.9201602920643177;9.0;6.0;2.3659201909201912;8.0;5.0;3.1057862888745245;8.0;5.0;1.9579609116373824;18.0;11.0;2.1462947999712703;14.0;7.0;2.197305472305473;13.0;6.0
2.619862621039092;2.5795236196551983;11.0;1.754454886358911;3.0;14.0;1.887117383185158;3.0;14.0;1.9793232767068407;2.0;9.0;1.9997927511085407;7.0;16.0;2.012871279047749;10.0;19.0;2.1482165438047787;15.0;22.0;2.476991472579708;8.0;11.0;2.6413379594261954;15.0;20.0;2.7906746031746037;9.0;10.0;2.6416925465838514;17.0;18.0;2.830530580530581;11.0;10.0;2.4392652067574665;18.0;15.0;2.3198867053662453;25.0;20.0;2.439106331629215;24.0;19.0;1.8009924286240075;21.0;14.0;1.3669813593649236;14.0;9.0;2.70947385947386;13.0;8.0;2.126302863802864;17.0;8.0;1.5781417112299465;13.0;6.0;2.109238392326628;9.0;2.0;2.2124471718511964;9.0;2.0
2.0282702376742625;2.6687170131210385;12.0;2.305866355866356;8.0;14.0;3.392550505050505;10.0;16.0;3.6522401688961783;11.0;17.0;3.1123450079332438;12.0;18.0;2.126547340277317;13.0;19.0;2.6416939055096957;6.0;8.0;1.1361820365193211;19.0;25.0;2.514848060436296;10.0;12.0;3.370005871321661;6.0;6.0;2.695169128257364;10.0;10.0;1.7000412444452693;8.0;8.0;1.5540699067014854;17.0;15.0;2.6859390609390603;11.0;9.0;1.8565130762956847;20.0;12.0;2.156627611518916;18.0;10.0;1.866128811848626;8.0;4.0;3.107417582417583;8.0;4.0;3.178546453546454;8.0;4.0;3.058038802442827;14.0;6.0;3.114191772280008;13.0;5.0;1.6043591097041343;16.0;4.0
2.8178904428904428;4.367171717171717;8.0;1.8575669213827108;1.0;7.0;1.256731321878044;9.0;14.0;2.0172363154561297;10.0;15.0;2.007028978933004;11.0;15.0;1.7474014117976966;13.0;14.0;1.6924510272336355;15.0;15.0;1.9769835127033268;11.0;11.0;2.766993605809396;11.0;11.0;2.5352808139572844;8.0;8.0;2.1702374809572955;11.0;11.0;2.95492771612707;10.0;10.0;2.0837475819673963;11.0;9.0;1.4492487045118625;18.0;14.0;2.1916041260081505;12.0;8.0;2.3514933595815948;9.0;5.0;2.2974640555522905;15.0;7.0;2.542539770171349;13.0;5.0;2.63553519493922;13.0;5.0;3.0406379568144275;11.0;3.0;2.8713425463425466;9.0;1.0;3.112835775335776;9.0;1.0
2.2282637969708907;1.8393851032008928;18.0;1.6965549646432;4.0;20.0;2.561345598845599;3.0;15.0;1.9465949541178371;8.0;20.0;2.882032733348523;6.0;14.0;2.4787110550268445;6.0;14.0;1.653837317653107;11.0;19.0;3.1816600066600067;9.0;15.0;1.7922783342052422;12.0;18.0;3.231028693528694;11.0;15.0;2.97924297924298;10.0;12.0;2.43321945512348;14.0;16.0;3.091588863492888;13.0;14.0;1.9827042840200733;14.0;14.0;2.7130747305669907;15.0;13.0;2.272594072594073;12.0;10.0;2.744528978933004;15.0;11.0;2.0459821009743604;15.0;11.0;1.3193713005783945;19.0;11.0;1.8448476360241064;18.0;10.0;1.5309536653576905;18.0;4.0;1.282634002788465;23.0;5.0
1.621218658013987;3.1844741644664247;12.0;2.475234893693973;4.0;8.0;1.4501282489440384;7.0;11.0;2.574725608293383;5.0;7.0;1.884324825501296;11.0;11.0;1.8002095687773438;25.0;21.0;1.856301548692853;23.0;19.0;1.831415235091706;9.0;7.0;1.7367449614892072;14.0;10.0;2.2835741872506574;17.0;11.0;2.4337624793507144;16.0;10.0;2.072300052888288;28.0;17.0;2.565889796478032;28.0;17.0;2.750833536313076;27.0;16.0;2.4792216841129884;26.0;15.0;2.9941770647653;18.0;9.0;2.798513414689886;21.0;10.0;2.2360333079373325;22.0;10.0;3.201587301587302;19.0;7.0;2.9961112416994773;16.0;4.0;2.8909525115407475;16.0;4.0;2.415873015873016;13.0;1.0
2.4106543255456296;3.108326395826396;11.0;2.0767338740164827;2.0;11.0;1.7360568753522043;3.0;10.0;1.866344414323954;5.0;12.0;1.6931274126630165;7.0;16.0;2.582160323336794;10.0;15.0;2.630849602753628;11.0;14.0;1.666427238911759;15.0;18.0;1.6340739958435058;6.0;7.0;2.432949928991885;27.0;22.0;2.63040459053617;26.0;21.0;1.9818970716719404;25.0;20.0;1.9443903879581628;23.0;18.0;1.798560546780361;18.0;13.0;1.938622136601676;22.0;15.0;2.037462026277816;9.0;6.0;2.997519147519147;12.0;7.0;1.8385734148892043;21.0;12.0;3.1219738594738597;11.0;6.0;2.3803366353288955;16.0;5.0;2.54056011068395;14.0;3.0;2.337248187828683;12.0;1.0
3.086656399156399;1.666635059127319;8.0;3.7687271062271055;3.0;11.0;4.447225405313641;4.0;10.0;4.152322166137955;4.0;10.0;3.89359796550199;5.0;11.0;3.77260229450632;5.0;11.0;3.995204284020073;6.0;12.0;2.80989565989566;6.0;12.0;3.136422216414476;4.0;8.0;2.8522180004378144;5.0;9.0;2.3547941508619257;8.0;14.0;2.3123801035565745;9.0;15.0;2.435588023088024;11.0;17.0;2.155461613549849;13.0;19.0;2.1448435336593223;14.0;20.0;1.5811635260164674;16.0;22.0;2.9913132619014973;11.0;15.0;1.953906632583103;13.0;17.0;2.0028249528249527;7.0;9.0;2.949963353639824;12.0;14.0;2.4163976789128228;15.0;15.0;2.573659527606896;14.0;14.0
2.5311257441052835;2.394839371155161;12.0;1.716384418179747;1.0;11.0;1.8030395043552936;4.0;12.0;2.0143559656717547;16.0;16.0;2.804460713864739;12.0;12.0;2.987207645295881;12.0;11.0;2.3847105365058656;17.0;15.0;1.2941316222427408;14.0;12.0;1.6894946698655138;24.0;20.0;1.689322776118105;23.0;19.0;2.6280186316951024;18.0;14.0;2.1797872878755227;8.0;6.0;2.5453587047627297;15.0;11.0;2.07995892995893;22.0;16.0;1.98760409009635;14.0;10.0;2.484285524417104;20.0;14.0;2.211275638070967;12.0;8.0;2.215591643702762;11.0;7.0;1.3749466005270958;21.0;11.0;2.7441271147153503;16.0;7.0;2.8727924852924858;15.0;6.0;2.003181948770184;14.0;2.0
2.373402985902985;3.550148462648463;11.0;1.6859371021135725;2.0;13.0;2.1501803751803754;4.0;9.0;1.516212687381418;10.0;16.0;2.163826348230373;5.0;8.0;1.9663265655912712;10.0;15.0;1.4361377356733394;13.0;18.0;1.6108652856095311;9.0;12.0;2.191666095342566;14.0;18.0;1.978400165814353;16.0;20.0;2.142013542013542;13.0;12.0;2.2316122602887303;16.0;14.0;2.459195379783615;15.0;13.0;2.859931734931736;13.0;11.0;3.7731966562848913;15.0;11.0;3.538769928901509;14.0;10.0;3.140285123373358;16.0;10.0;2.570363786540257;12.0;6.0;2.8878610839288585;11.0;4.0;3.171445118349143;12.0;3.0;3.053983821476082;13.0;2.0;3.246066330470356;12.0;1.0
2.8805220493300987;3.3965279603437497;7.0;1.896653229176112;2.0;9.0;1.8229117358912756;5.0;10.0;1.324741080674341;8.0;15.0;2.550545288045289;3.0;4.0;2.531946708262498;3.0;4.0;1.5643577011224066;10.0;13.0;1.521534720234074;20.0;19.0;1.8480329167400105;17.0;16.0;2.344196081696082;12.0;11.0;2.1093327424209773;11.0;10.0;2.684239371739372;10.0;9.0;2.2278499278499275;7.0;6.0;2.076821175040989;6.0;5.0;2.4627307333189687;14.0;11.0;2.0401996971037217;19.0;14.0;1.6541338232946374;21.0;14.0;2.165738966915437;19.0;12.0;2.558079420579421;18.0;11.0;2.731779359271619;17.0;10.0;2.21768221458624;11.0;4.0;2.2837051837051843;6.0;1.0
2.758680208680209;3.135242535242535;4.0;3.123953823953824;4.0;6.0;3.1872155622155622;6.0;8.0;1.8458040325687384;7.0;9.0;3.2028901653901665;7.0;9.0;1.707064177652413;9.0;11.0;3.9144591519591527;9.0;11.0;2.654711954711954;9.0;11.0;4.500497541674012;10.0;12.0;3.32984360410831;10.0;12.0;3.988777888777889;11.0;13.0;3.717349317349318;11.0;13.0;1.759679617767853;13.0;15.0;3.517532467532467;4.0;4.0;1.961283977460448;7.0;7.0;1.779047749635985;13.0;13.0;2.5712698249462957;12.0;8.0;3.0991355866355867;10.0;6.0;2.7505341880341883;9.0;5.0;3.211444111444111;8.0;4.0;3.10480907980908;4.0;2.0;2.499686832775068;8.0;4.0
2.9032338851379094;3.127006327006327;12.0;2.253308708200013;1.0;11.0;2.8956593844751746;3.0;9.0;2.6456593844751737;5.0;9.0;3.0047243391283645;7.0;9.0;3.200537371125606;9.0;11.0;2.310075420795236;13.0;13.0;3.0091666503431207;11.0;11.0;2.736601307189543;7.0;5.0;2.7481402369560266;12.0;8.0;1.8375813513971404;19.0;11.0;1.738332908921144;25.0;13.0;2.6560397935397937;12.0;6.0;2.1800161225083827;16.0;8.0;1.8840795283671177;24.0;12.0;2.0049309737390235;22.0;10.0;2.2382686757686754;17.0;7.0;2.706930569430569;12.0;4.0;2.673326673326674;16.0;4.0;2.7752969252969253;16.0;4.0;2.683857808857809;16.0;4.0;2.6359848484848487;15.0;3.0
2.229331268147058;3.505384381700172;12.0;1.5465728846840034;3.0;14.0;1.959078243961808;3.0;10.0;1.7284496935812723;5.0;12.0;1.161179043296514;10.0;19.0;3.0975241863399763;6.0;6.0;3.338167388167388;7.0;5.0;1.3630869261980447;22.0;13.0;2.636095443321609;22.0;12.0;2.8225348037418976;21.0;11.0;2.0483155733155733;14.0;7.0;3.0101730570770817;19.0;9.0;3.3766563991564;18.0;8.0;3.0549281274281275;18.0;8.0;2.549764021668046;16.0;7.0;2.5782217782217782;13.0;5.0;3.2982646438528795;15.0;5.0;2.763656664972455;16.0;5.0;3.61686507936508;14.0;4.0;2.933395288286593;16.0;4.0;4.027752802752803;13.0;3.0;3.289811985400221;10.0;2.0
1.938732903028232;2.3273670773670774;16.0;2.4226051726051723;6.0;14.0;3.252449348037584;5.0;11.0;1.6072825110905606;10.0;18.0;2.5560156948314843;8.0;14.0;3.390321198409433;6.0;10.0;2.3369884200766555;8.0;10.0;1.7197634666674917;9.0;11.0;3.073459873459873;11.0;11.0;2.8960428460428465;9.0;9.0;3.2208444333444337;15.0;13.0;2.9557650682650687;15.0;13.0;3.9651515151515153;13.0;8.0;4.4357503607503626;18.0;10.0;4.1111471861471856;13.0;7.0;4.084805880394116;17.0;9.0;4.104371505687296;19.0;9.0;1.873168498168498;13.0;6.0;2.6319258356023063;22.0;8.0;3.18003663003663;18.0;6.0;3.477846173434409;15.0;5.0;1.998745726237986;23.0;7.0
2.8970349095349097;2.000026624562228;20.0;1.863190975690976;2.0;20.0;3.0806277056277054;2.0;18.0;3.174404190580661;3.0;17.0;2.356256896698073;5.0;21.0;2.71347439110597;7.0;19.0;2.659780862412442;7.0;19.0;2.734939037570617;9.0;19.0;2.81432178932179;8.0;12.0;2.7164306883347136;11.0;13.0;2.3134920634920637;12.0;14.0;2.193520776609012;14.0;14.0;2.91628412437236;13.0;11.0;2.668661893661893;11.0;9.0;2.3709017289899643;14.0;8.0;1.5344167227681158;24.0;12.0;2.5519744144744148;18.0;8.0;2.128405336493572;16.0;6.0;1.7946514441870478;24.0;8.0;3.0936410811410813;18.0;6.0;2.790241131417602;20.0;6.0;2.69541789909437;20.0;6.0
3.103088578088578;3.123153235653236;5.0;2.3652448858331216;3.0;8.0;2.4454359366124074;4.0;9.0;3.105858438946674;4.0;9.0;2.81194310075889;8.0;13.0;2.3755294542059247;5.0;8.0;1.685178532562097;9.0;14.0;3.771334629422865;6.0;9.0;2.0537359555312844;11.0;16.0;3.7842966673849032;7.0;10.0;2.838941102756892;9.0;12.0;1.7550720162713698;12.0;15.0;2.1395275476157822;6.0;7.0;2.412570659474685;7.0;8.0;2.117503738091973;9.0;6.0;1.5491787551300944;14.0;9.0;3.160000130588366;8.0;5.0;1.5281919948480052;13.0;8.0;1.6694276913317163;13.0;8.0;3.2304043179043185;7.0;4.0;2.3481893106893112;5.0;2.0;2.059319743723768;8.0;3.0
2.4612649605296664;1.7447992498221327;10.0;2.6844738594738597;3.0;11.0;3.0171318877201228;5.0;13.0;3.851052542229013;5.0;13.0;2.968509105273811;5.0;13.0;3.520718170718171;6.0;14.0;2.0471099651982003;10.0;18.0;2.504075996467301;11.0;19.0;2.3702849927849927;12.0;18.0;1.7083968870046322;17.0;25.0;2.8204343070722384;16.0;22.0;2.73620029917984;17.0;23.0;1.918936033231362;15.0;19.0;2.170481560922737;8.0;10.0;2.133975746475747;7.0;7.0;2.2824406587564483;8.0;8.0;1.789363311267336;14.0;14.0;2.118208485700745;11.0;11.0;1.365884400767965;14.0;12.0;1.5856582744740635;12.0;8.0;1.4058218640071098;14.0;8.0;1.275923809399976;17.0;7.0
2.462057692049952;1.6766629702613682;17.0;1.366148046140306;1.0;18.0;1.768071123063383;9.0;19.0;2.1309274059274057;6.0;11.0;2.3029423792581687;11.0;20.0;2.9309929234851846;14.0;21.0;2.9243430230423773;16.0;23.0;3.274571262071262;17.0;22.0;3.632158045137585;19.0;24.0;3.3662685699756643;20.0;25.0;2.6162685699756643;20.0;25.0;2.295436507936508;13.0;16.0;2.401076523460088;20.0;23.0;2.371428000104471;16.0;13.0;2.0150867106749457;10.0;8.0;2.197184656588681;18.0;13.0;2.5147180004378145;14.0;10.0;2.9613500663423262;13.0;8.0;2.503045373547796;15.0;8.0;2.2462178434927123;17.0;8.0;2.348959767666861;16.0;7.0;2.602316452896948;15.0;6.0
2.8434454434454435;2.4146584695497744;5.0;2.262035187035187;2.0;5.0;2.1691169195964592;5.0;10.0;1.931715126119151;7.0;12.0;2.586235475051264;8.0;13.0;1.843747407563197;9.0;14.0;3.028221778221778;6.0;9.0;2.1420384425179817;10.0;15.0;2.1388430268225664;11.0;16.0;3.131364468864469;8.0;11.0;3.542062001466026;9.0;12.0;1.4635607804648054;18.0;21.0;3.7697802197802206;10.0;11.0;2.648202614379085;12.0;13.0;1.147298699690004;22.0;23.0;1.9488080332120576;13.0;12.0;2.54307181924829;7.0;6.0;2.599373665550136;6.0;5.0;1.187287719671284;15.0;12.0;2.2471722721722727;4.0;3.0;1.4856642181871014;12.0;7.0;1.5521235902040855;10.0;5.0
4.007117882117883;3.1770313020313026;8.0;3.581031833663413;1.0;9.0;3.2597943722943725;2.0;10.0;2.9198605917646168;3.0;9.0;1.744425835602306;7.0;15.0;3.336245624225165;3.0;5.0;1.9582374926415167;10.0;16.0;2.882106210782681;7.0;11.0;0.9104432891935502;20.0;28.0;1.619385451150157;7.0;9.0;2.6753718503718504;8.0;8.0;3.2587412587412588;4.0;4.0;3.411105458009483;11.0;11.0;3.464180672268908;10.0;10.0;1.5300680588761084;18.0;16.0;2.835454748434288;15.0;13.0;3.109127392215628;14.0;12.0;2.299631251101839;14.0;12.0;2.412995337995337;13.0;11.0;2.060486164162634;10.0;8.0;1.7875665599243051;9.0;5.0;2.414886964886965;7.0;1.0
2.666478316369621;2.2013418444300803;21.0;2.020446570337875;2.0;21.0;1.836202528882416;4.0;25.0;1.9429672265091824;5.0;24.0;2.3256941645099536;5.0;24.0;1.720211435102739;6.0;21.0;2.337211721027511;7.0;24.0;2.842732164636189;6.0;17.0;2.2970159802357952;8.0;21.0;2.804671717171717;7.0;16.0;2.030888044703834;9.0;20.0;2.316864508040979;11.0;14.0;2.4877858252858256;12.0;15.0;2.3423774754657107;14.0;13.0;1.9031347737230089;13.0;10.0;1.7286490255530502;15.0;10.0;1.0872485990181089;25.0;14.0;1.7340994531784002;16.0;7.0;1.2101538312522295;23.0;7.0;1.3340088262349925;26.0;5.0;1.3888895011156674;25.0;4.0;1.6820037264077514;21.0;2.0
2.5008157333386163;1.567017783987598;18.0;1.7522935069596797;3.0;19.0;2.4584580624054304;3.0;17.0;2.2644724556489257;4.0;16.0;2.0978016120969407;5.0;19.0;1.831323617043431;4.0;14.0;2.3053514897555147;9.0;21.0;2.466624938528964;12.0;24.0;2.8727595933478285;12.0;22.0;2.07167040475864;8.0;14.0;1.1602466907491138;20.0;32.0;2.742803438391674;14.0;20.0;2.217763200851436;11.0;15.0;2.4052673633555988;14.0;18.0;2.6402610246650493;16.0;14.0;2.830861199568293;20.0;16.0;3.1135696604736856;19.0;15.0;1.8017900073782425;11.0;7.0;3.1305017765695524;19.0;11.0;3.1451861719815017;20.0;10.0;2.3606214393285336;22.0;8.0;1.7777974591055086;23.0;5.0
